name	kind	volume	chapter_code	chapter_title	label	source_path
Dimension formula for sums	theorem	I	I/03	Bases and Dimension	thm:i03-02	books/vol01_linear_algebra/chapters/ch03_bases_and_dimension/chapter.tex
Dimension from irreducible components	proposition	VI	VI/30	Dimension of Schemes	prop:vi30-components-max	books/vol06_algebraic_geometry/chapters/ch30_dimension_of_schemes/chapter.tex
Dimension ignores nilpotents	proposition	VI	VI/29	Krull Dimension	prop:vi29-reduction-dimension	books/vol06_algebraic_geometry/chapters/ch29_krull_dimension/chapter.tex
Dimension is locally constant	proposition	VII	VII/01	Topological Manifolds	prop:vii01-dimension-local	books/vol07_differential_geometry/chapters/ch01_topological_manifolds/chapter.tex
Dimension of a product	proposition	VI	VI/29	Krull Dimension	prop:vi29-product-dimension	books/vol06_algebraic_geometry/chapters/ch29_krull_dimension/chapter.tex
Dimension of a projective hypersurface	theorem	VI	VI/37	Projective Morphisms and Closed Embeddings	thm:vi37-hypersurface-dim	books/vol06_algebraic_geometry/chapters/ch37_projective_schemes/chapter.tex
Dimension of a quotient	proposition	VI	VI/29	Krull Dimension	prop:vi29-quotient-dimension	books/vol06_algebraic_geometry/chapters/ch29_krull_dimension/chapter.tex
Dimension of a scheme	definition	VI	VI/30	Dimension of Schemes	def:vi30-scheme-dimension	books/vol06_algebraic_geometry/chapters/ch30_dimension_of_schemes/chapter.tex
Dimension of projective space	theorem	VI	VI/36	Projective Schemes	thm:vi36-dimension	books/vol06_algebraic_geometry/chapters/ch36_projective_space/chapter.tex
Dimension of the annihilator	theorem	VII	VII/05	Cotangent Spaces	thm:vii05-annihilator-dimension	books/vol07_differential_geometry/chapters/ch05_cotangent_spaces/chapter.tex
Dimension of the total space	proposition	VII	VII/07	Vector Bundles	prop:vii07-total-dim	books/vol07_differential_geometry/chapters/ch07_vector_bundles/chapter.tex
Dimension pattern	corollary	VI	VI/47	Čech Cohomology	cor:vi47-on-dimensions	books/vol06_algebraic_geometry/chapters/ch47_ech_cohomology/chapter.tex
Dimension shifting	proposition	VI	VI/49	Basic Vanishing Results	prop:vi49-dimension-shift	books/vol06_algebraic_geometry/chapters/ch49_basic_vanishing_results/chapter.tex
Dimension shifting for Tor	theorem	V	V/24	Syzygies	thm:v24-03	books/vol05_commutative_algebra/chapters/ch24_syzygies/chapter.tex
Dimension shifting with a flabby sheaf	proposition	VI	VI/48	Exact Sequences and Cohomology	prop:vi48-dimension-shift	books/vol06_algebraic_geometry/chapters/ch48_exact_sequences_and_cohomology/chapter.tex
Dimension three preview	proposition	VII	VII/27	Ricci and Scalar Curvature	prop:vii27-dim3	books/vol07_differential_geometry/chapters/ch27_ricci_and_scalar_curvature/chapter.tex
Dimension two	proposition	VII	VII/27	Ricci and Scalar Curvature	prop:vii27-dim2	books/vol07_differential_geometry/chapters/ch27_ricci_and_scalar_curvature/chapter.tex
Dimension under integral extensions	theorem	VI	VI/29	Krull Dimension	thm:vi29-integral-dimension	books/vol06_algebraic_geometry/chapters/ch29_krull_dimension/chapter.tex
Dimension--codimension additivity for varieties	theorem	VI	VI/31	Codimension	thm:vi31-additivity	books/vol06_algebraic_geometry/chapters/ch31_codimension/chapter.tex
Dimension--transcendence-degree theorem	theorem	VI	VI/30	Dimension of Schemes	thm:vi30-trdeg	books/vol06_algebraic_geometry/chapters/ch30_dimension_of_schemes/chapter.tex
Dimensions two and three	theorem	VII	VII/28	Weyl Curvature	thm:vii28-lowdim	books/vol07_differential_geometry/chapters/ch28_weyl_curvature/chapter.tex
Dini-type principle	theorem	II	II/11	Pointwise and Uniform Convergence	thm:ii11-03	books/vol02_real_analysis/chapters/ch11_pointwise_and_uniform_convergence/chapter.tex
Dirac derivatives	theorem	III	III/17	Support and Singular Distributions	thm:iii17-02	books/vol03_fourier_distributions_pde/chapters/ch17_support_and_singular_distributions/chapter.tex
Direct image presheaf	definition	VI	VI/12	Presheaves	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch12_presheaves/chapter.tex
Direct images preserve flabbiness	proposition	VI	VI/46	Flabby Sheaves	prop:vi46-pushforward	books/vol06_algebraic_geometry/chapters/ch46_flabby_sheaves/chapter.tex
Direct sum and dual	proposition	VII	VII/07	Vector Bundles	prop:vii07-direct-dual	books/vol07_differential_geometry/chapters/ch07_vector_bundles/chapter.tex
Dirichlet convergence principle	theorem	III	III/09	Fourier Series	thm:iii09-03	books/vol03_fourier_distributions_pde/chapters/ch09_fourier_series/chapter.tex
Dirichlet domain	definition	VII	VII/35	Fuchsian Groups	def:vii35-dirichlet	books/vol07_differential_geometry/chapters/ch35_fuchsian_groups/chapter.tex
Dirichlet energy	definition	VII	VII/41	Discrete Laplacians	def:vii41-dirichlet	books/vol07_differential_geometry/chapters/ch41_discrete_laplacians/chapter.tex
Dirichlet midpoint principle \proofstatus{proof sketch}	theorem	II	II/14	Trigonometric Series	thm:ii14-03	books/vol02_real_analysis/chapters/ch14_trigonometric_series/chapter.tex
Dirichlet uniqueness	theorem	III	III/27	Elliptic Operators and Maximum Principles	thm:iii27-03	books/vol03_fourier_distributions_pde/chapters/ch27_elliptic_operators_and_maximum_principles/chapter.tex
Discrete-space classification	theorem	VI	VI/13	Sheaves and Stalks	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch13_sheaves_stalks/chapter.tex
Discriminant	proposition	VII	VII/34	Hyperbolic Isometries	prop:vii34-discriminant	books/vol07_differential_geometry/chapters/ch34_hyperbolic_isometries/chapter.tex
Disk automorphism form	proposition	VII	VII/33	Möbius Transformations and PSL(2,R)	prop:vii33-disk-auto	books/vol07_differential_geometry/chapters/ch33_m_bius_transformations_and_psl_2_r/chapter.tex
Disk geodesic shapes	theorem	VII	VII/31	Hyperbolic Plane Models	thm:vii31-disk-geodesics	books/vol07_differential_geometry/chapters/ch31_hyperbolic_plane_models/chapter.tex
Disk model	definition	VII	VII/31	Hyperbolic Plane Models	def:vii31-disk	books/vol07_differential_geometry/chapters/ch31_hyperbolic_plane_models/chapter.tex
Disk--half-plane equivalence	theorem	VII	VII/31	Hyperbolic Plane Models	thm:vii31-cayley	books/vol07_differential_geometry/chapters/ch31_hyperbolic_plane_models/chapter.tex
Distance formula	theorem	VII	VII/36	Hyperbolic Three-Space and PSL(2,C)	thm:vii36-distance	books/vol07_differential_geometry/chapters/ch36_hyperbolic_three_space_and_psl_2_c/chapter.tex
Distance in the disk	theorem	VII	VII/32	The Poincaré Metric	thm:vii32-disk-distance	books/vol07_differential_geometry/chapters/ch32_the_poincar_metric/chapter.tex
Distance in the upper half-plane	theorem	VII	VII/32	The Poincaré Metric	thm:vii32-distance	books/vol07_differential_geometry/chapters/ch32_the_poincar_metric/chapter.tex
Distance normalization	definition	VII	VII/40	The Heat Method	def:vii40-gauge	books/vol07_differential_geometry/chapters/ch40_the_heat_method/chapter.tex
Distinct eigenvalues give independence	theorem	I	I/09	Eigenvalues and Eigenvectors	thm:i09-01	books/vol01_linear_algebra/chapters/ch09_eigenvalues_and_eigenvectors/chapter.tex
Divergence theorem	corollary	VII	VII/11	Stokes' Theorem	cor:vii11-divergence	books/vol07_differential_geometry/chapters/ch11_stokes_theorem/chapter.tex
Divergence-free identity	theorem	VII	VII/27	Ricci and Scalar Curvature	thm:vii27-divfree	books/vol07_differential_geometry/chapters/ch27_ricci_and_scalar_curvature/chapter.tex
Divisor class group	definition	VI	VI/41	Divisor Class Groups	def:vi41-class-group	books/vol06_algebraic_geometry/chapters/ch41_divisor_class_groups/chapter.tex
Divisor of the canonical rational section	proposition	VI	VI/40	Cartier Divisors	prop:vi40-canonical-section	books/vol06_algebraic_geometry/chapters/ch40_cartier_divisors/chapter.tex
Domain and base points of the standard map	proposition	VI	VI/44	Cremona Transformations	prop:vi44-sigma-domain	books/vol06_algebraic_geometry/chapters/ch44_cremona_transformations/chapter.tex
Domain of discontinuity	definition	VII	VII/37	Kleinian Groups and Boundary Geometry	def:vii37-domain	books/vol07_differential_geometry/chapters/ch37_kleinian_groups_and_boundary_geometry/chapter.tex
Dominated convergence theorem	theorem	III	III/04	Convergence Theorems	thm:iii04-03	books/vol03_fourier_distributions_pde/chapters/ch04_convergence_theorems/chapter.tex
Double cover	theorem	VIII	VIII/13	SU(2) to SO(3)	thm:viii13-double-cover	books/vol08_algebraic_topology/chapters/ch13_su2_to_so3/chapter.tex
Dual coordinate basis	theorem	VII	VII/05	Cotangent Spaces	thm:vii05-dual-basis	books/vol07_differential_geometry/chapters/ch05_cotangent_spaces/chapter.tex
Duplication formula	theorem	IV	IV/30	Addition Formulas	thm:iv30-02	books/vol04_complex_analysis/chapters/ch30_addition_formulas/chapter.tex
Eckart--Young--Mirsky theorem	theorem	I	I/18	Singular-Value Decomposition	thm:i18-03	books/vol01_linear_algebra/chapters/ch18_singular_value_decomposition/chapter.tex
Edge-energy form	proposition	VII	VII/41	Discrete Laplacians	prop:vii41-edge-energy	books/vol07_differential_geometry/chapters/ch41_discrete_laplacians/chapter.tex
Edge-graph distance	definition	VII	VII/38	Discrete Geodesic Problems	def:vii38-graphdist	books/vol07_differential_geometry/chapters/ch38_discrete_geodesic_problems/chapter.tex
Effect on lengths and volume	proposition	VII	VII/20	Riemannian Metrics	prop:vii20-conformal-scaling	books/vol07_differential_geometry/chapters/ch20_riemannian_metrics/chapter.tex
Effective Cartier divisor	definition	VI	VI/40	Cartier Divisors	def:vi40-effective	books/vol06_algebraic_geometry/chapters/ch40_cartier_divisors/chapter.tex
Egorov theorem	theorem	III	III/08	Egorov, Vitali and Weak-Lp Ideas	thm:iii08-01	books/vol03_fourier_distributions_pde/chapters/ch08_egorov_vitali_and_weak_lp_ideas/chapter.tex
Einstein metric	definition	VII	VII/27	Ricci and Scalar Curvature	def:vii27-einstein	books/vol07_differential_geometry/chapters/ch27_ricci_and_scalar_curvature/chapter.tex
Einstein simplification	proposition	VII	VII/28	Weyl Curvature	prop:vii28-einstein	books/vol07_differential_geometry/chapters/ch28_weyl_curvature/chapter.tex
Einstein tensor	definition	VII	VII/27	Ricci and Scalar Curvature	def:vii27-einstein-tensor	books/vol07_differential_geometry/chapters/ch27_ricci_and_scalar_curvature/chapter.tex
Elementary isometries	proposition	VII	VII/33	Möbius Transformations and PSL(2,R)	prop:vii33-generators	books/vol07_differential_geometry/chapters/ch33_m_bius_transformations_and_psl_2_r/chapter.tex
Elementary Kleinian group	definition	VII	VII/37	Kleinian Groups and Boundary Geometry	def:vii37-elementary	books/vol07_differential_geometry/chapters/ch37_kleinian_groups_and_boundary_geometry/chapter.tex
Elliptic differential equation	theorem	IV	IV/29	The Weierstrass ℘-Function	thm:iv29-02	books/vol04_complex_analysis/chapters/ch29_the_weierstrass_function/chapter.tex
Elliptic fixed point	theorem	VII	VII/34	Hyperbolic Isometries	thm:vii34-elliptic	books/vol07_differential_geometry/chapters/ch34_hyperbolic_isometries/chapter.tex
Elliptic, hyperbolic, parabolic, planar	definition	VII	VII/17	Principal, Gaussian and Mean Curvature	def:vii17-point-types	books/vol07_differential_geometry/chapters/ch17_principal_gaussian_and_mean_curvature/chapter.tex
Embedded submanifold	definition	VII	VII/06	Submanifolds and Products	def:vii06-embedded	books/vol07_differential_geometry/chapters/ch06_submanifolds_and_products/chapter.tex
Embedding	definition	VII	VII/06	Submanifolds and Products	def:vii06-embedding	books/vol07_differential_geometry/chapters/ch06_submanifolds_and_products/chapter.tex
Empty projective scheme criterion	proposition	VI	VI/37	Projective Morphisms and Closed Embeddings	prop:vi37-empty	books/vol06_algebraic_geometry/chapters/ch37_projective_schemes/chapter.tex
Energy	definition	VII	VII/23	Geodesics	def:vii23-energy	books/vol07_differential_geometry/chapters/ch23_geodesics/chapter.tex
Energy uniqueness	theorem	III	III/23	Weak Boundary-Value Problems	thm:iii23-02	books/vol03_fourier_distributions_pde/chapters/ch23_weak_boundary_value_problems/chapter.tex
Energy--length inequality	proposition	VII	VII/23	Geodesics	prop:vii23-energy-length	books/vol07_differential_geometry/chapters/ch23_geodesics/chapter.tex
Equal zero and pole count	theorem	IV	IV/28	Elliptic Functions	thm:iv28-02	books/vol04_complex_analysis/chapters/ch28_elliptic_functions/chapter.tex
Equality criterion	corollary	VI	VI/08	Basic Open Sets D(f)	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch08_basic_open_sets/chapter.tex
Equality in a stalk	proposition	VI	VI/13	Sheaves and Stalks	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch13_sheaves_stalks/chapter.tex
Equalizer criterion	proposition	VI	VI/13	Sheaves and Stalks	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch13_sheaves_stalks/chapter.tex
Equation test for the target	proposition	VI	VI/04	Morphisms of Affine Algebraic Sets	prop:vi04-target-test	books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/chapter.tex
Equivalence relation	theorem	VIII	VIII/01	Homotopies of Maps	thm:viii01-equivalence	books/vol08_algebraic_topology/chapters/ch01_homotopies_of_maps/chapter.tex
Equivalent atlases	definition	VII	VII/02	Smooth Structures and Atlases	def:vii02-equivalent-atlases	books/vol07_differential_geometry/chapters/ch02_smooth_structures_and_atlases/chapter.tex
Equivalent curve model	corollary	VII	VII/04	Tangent Spaces	cor:vii04-curve-model	books/vol07_differential_geometry/chapters/ch04_tangent_spaces/chapter.tex
Equivalent no-odd-map form	theorem	VIII	VIII/04	Spheres and Antipodal Maps	thm:viii04-no-odd-lower	books/vol08_algebraic_topology/chapters/ch04_spheres_and_antipodal_maps/chapter.tex
Equivariant maps are determined fiberwise	proposition	VII	VII/08	Principal and Frame Bundles	prop:vii08-equivariant-determined	books/vol07_differential_geometry/chapters/ch08_principal_and_frame_bundles/chapter.tex
Euclidean appearance of hyperbolic circles	proposition	VII	VII/32	The Poincaré Metric	prop:vii32-circles	books/vol07_differential_geometry/chapters/ch32_the_poincar_metric/chapter.tex
Euclidean dimension obstruction	theorem	VII	VII/03	Smooth Maps and Diffeomorphisms	thm:vii03-dimension	books/vol07_differential_geometry/chapters/ch03_smooth_maps_and_diffeomorphisms/chapter.tex
Euclidean invariance	proposition	VII	VII/13	Frenet Frames, Curvature and Torsion	prop:vii13-rigid-invariance	books/vol07_differential_geometry/chapters/ch13_frenet_frames_curvature_and_torsion/chapter.tex
Euclidean tangent space	corollary	VII	VII/04	Tangent Spaces	cor:vii04-euclidean	books/vol07_differential_geometry/chapters/ch04_tangent_spaces/chapter.tex
Euclidean triangle inequality	theorem	II	II/02	Euclidean and Normed Spaces	thm:ii02-02	books/vol02_real_analysis/chapters/ch02_euclidean_and_normed_spaces/chapter.tex
Euler characteristic	definition	VIII	VIII/21	Euler Characteristic	def:viii21-euler	books/vol08_algebraic_topology/chapters/ch21_euler_characteristic/chapter.tex
Euler characteristic on $\PP^1$	proposition	VI	VI/49	Basic Vanishing Results	prop:vi49-p1-euler	books/vol06_algebraic_geometry/chapters/ch49_basic_vanishing_results/chapter.tex
Euler class	definition	VIII	VIII/32	Sphere Bundles and Euler Classes	def:viii32-euler-class	books/vol08_algebraic_topology/chapters/ch32_sphere_bundles_and_euler_classes/chapter.tex
Euler class and Euler characteristic	theorem	VIII	VIII/32	Sphere Bundles and Euler Classes	thm:viii32-euler-characteristic	books/vol08_algebraic_topology/chapters/ch32_sphere_bundles_and_euler_classes/chapter.tex
Euler formula	theorem	VII	VII/17	Principal, Gaussian and Mean Curvature	thm:vii17-euler	books/vol07_differential_geometry/chapters/ch17_principal_gaussian_and_mean_curvature/chapter.tex
Euler inclusion--exclusion	theorem	VIII	VIII/21	Euler Characteristic	thm:viii21-inclusion-exclusion	books/vol08_algebraic_topology/chapters/ch21_euler_characteristic/chapter.tex
Euler--Lagrange equation	theorem	VII	VII/19	Minimal Surfaces	thm:vii19-euler-lagrange	books/vol07_differential_geometry/chapters/ch19_minimal_surfaces/chapter.tex
Euler--Poincare	theorem	VIII	VIII/21	Euler Characteristic	thm:viii21-euler-poincare	books/vol08_algebraic_topology/chapters/ch21_euler_characteristic/chapter.tex
